"id","participant_id","timesent_utc","name","gender","handedness","time_gameplayed_utc","details","Is Valid Cue","Response Window","Correct Button","Response Time","Discrimination Cue Type"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","45.76318001747131","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","46.79676002264023","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","48.69539600610733","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","51.26744496822357","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","52.4137749671936","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","54.71402698755264","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","57.32763200998306","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","59.10758298635483","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","61.074514985084534","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","62.648832976818085","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","65.06820297241211","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","66.76067501306534","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","68.66518598794937","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","70.84601598978043","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","72.66273599863052","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","74.24865400791168","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","76.65737098455429","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Tap & Trace (Trace)",,"0","680","0","78.617928981781","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Trace Only",,"0","680","0","0","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Trace Only",,"0","680","0","1.1018179655075073","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Trace Only",,"0","680","0","2.2984489798545837","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Trace Only",,"0","680","0","3.7352479696273804","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Trace Only",,"0","680","0","5.01147997379303","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Trace Only",,"0","680","0","6.591444969177246","HCL"
"53e3fb07b6145e5d370923a4","BLUE-00051","2014-08-07T18:17:29-0400",,"FEMALE","LEFT","2014-08-07T17:51:29-0400","Trace Only",,"0","680","0","8.27479600906372","HCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace",,"0","800","1","8.591434001922607","HCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace",,"1","790","0","N/A","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace",,"1","830","0","N/A","TARGET"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace",,"0","870","1","N/A","TARGET"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace",,"0","860","1","N/A","HCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap Only",,"1","800","0","N/A","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap Only",,"0","840","1","N/A","TARGET"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap Only",,"1","830","0","N/A","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap Only",,"0","870","0","N/A","TARGET"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap Only",,"0","910","1","1408.2170128822327","HCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","0.3347740173339844","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","1.4467290043830872","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","2.8856300115585327","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","3.4408069849014282","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","4.250928997993469","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","5.446066975593567","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","6.583886981010437","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","8.681577980518341","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","9.567044973373413","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","11.08082503080368","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","12.492350995540619","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","13.649510025978088","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Tap & Trace (Trace)",,"0","910","1","14.491461992263794","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Trace Only",,"0","910","1","0.1859220266342163","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Trace Only",,"0","910","1","0.6189740300178528","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Trace Only",,"0","910","1","1.4193660020828247","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Trace Only",,"0","910","1","2.9517419934272766","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Trace Only",,"0","910","1","3.827888011932373","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Trace Only",,"0","910","1","4.95209401845932","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Trace Only",,"0","910","1","5.632417976856232","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Trace Only",,"0","910","1","6.627507030963898","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Trace Only",,"0","910","1","7.498917996883392","LCL"
"538d608bb6145e35453b63d2","BLUE-00044","2014-06-02T22:43:39-0700","Joaq email","MALE","RIGHT","2014-06-02T22:42:16-0700","Trace Only",,"0","910","1","8.014405012130737","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","800","1","8.66474997997284","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","800","1","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","790","1","649.1499543190002","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","790","1","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","780","1","510.05804538726807","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","780","1","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","760","1","549.8200058937073","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","720","1","710.0130319595337","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","720","1","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","720","0","N/A","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","760","1","599.4340181350708","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","760","0","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","800","0","514.9329900741577","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","840","1","769.2989706993103","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","830","1","705.4839730262756","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","830","1","N/A","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","820","1","579.2810320854187","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","820","1","N/A","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","800","0","559.099018573761","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","840","1","N/A","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","830","1","712.5549912452698","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","820","1","588.8740420341492","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"0","820","1","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","820","1","N/A","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace",,"1","800","1","533.0359935760498","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","800","1","629.4090151786804","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","790","1","439.5299553871155","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","790","1","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","780","1","436.62405014038086","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","760","1","594.8399901390076","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","760","1","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","720","1","488.2349967956543","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","640","1","506.5780282020569","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","480","1","502.3120045661926","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","480","1","N/A","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","480","1","N/A","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","160","1","416.47398471832275","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","160","1","N/A","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","160","0","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","200","1","N/A","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","200","1","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","200","1","N/A","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","200","0","N/A","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","240","0","N/A","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","280","1","N/A","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","280","0","N/A","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","320","1","N/A","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","320","0","N/A","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"1","360","0","438.8439655303955","HCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap Only",,"0","400","1","N/A","TARGET"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","0.9894530177116394","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","2.510821044445038","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","3.6991350054740906","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","4.53369402885437","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","6.431217014789581","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","8.684165000915527","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","10.218877017498016","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","11.339985013008118","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","15.001289010047913","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","16.2674840092659","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","18.617785036563873","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","19.946664035320282","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","22.05627703666687","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","24.44869899749756","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","26.533845007419586","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","29.75058501958847","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","31.030915021896362","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","33.236075043678284","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","34.08488202095032","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","38.99661201238632","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","40.5636830329895","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","41.5937220454216","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","43.4113529920578","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","44.48274004459381","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","47.24020403623581","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","48.30367302894592","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","49.96666604280472","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","51.07039201259613","LCL"
"53aa0f46b6145ec6371cb2f4","GREEN-09998","2014-06-24T16:52:37-0700",,"MALE","LEFT","2014-06-24T16:47:02-0700","Tap & Trace (Trace)",,"0","400","1","52.591038048267365","LCL"
